date,item,value,value2
1964-06-30,realgdp,3376.587,-2.012708479980858
1964-06-30,infl,0.9,-1.4140386932503166
1964-06-30,unemp,5.2,-0.5097573606587794
1964-09-30,realgdp,3422.469,-0.0686912505619625
1964-09-30,infl,1.29,1.172972862088972
1964-09-30,unemp,5.0,0.9722866609758224
1964-12-31,realgdp,3431.9570000000003,0.1280705117741833
1964-12-31,infl,2.05,2.40645320861203
1964-12-31,unemp,5.0,0.6469610409858159
1965-03-31,realgdp,3516.251,-0.297196058007721
1965-03-31,infl,1.28,-0.7609385103012517
1965-03-31,unemp,4.9,-1.707680377553234
1965-06-30,realgdp,3563.96,0.9650021536775036
1965-06-30,infl,2.54,-0.4583775826427333
1965-06-30,unemp,4.7,-0.6716998597559931
1965-09-30,realgdp,3636.285,-0.0099394216401352
1965-09-30,infl,0.89,0.1094000397569695
1965-09-30,unemp,4.4,0.2541284893738393
1965-12-31,realgdp,3724.014,-1.3594022390728415
1965-12-31,infl,2.9,1.077862377095932
1965-12-31,unemp,4.1,1.5192862901900015
1966-03-31,realgdp,3815.423,0.1175900997396923
1966-03-31,infl,4.99,-0.0884902103505805
1966-03-31,unemp,3.9,0.0035563930828963
1966-06-30,realgdp,3828.124,-0.6132701667837287
1966-06-30,infl,2.1,-0.1415234505433787
1966-06-30,unemp,3.8,-0.6659266182173023
1966-09-30,realgdp,3853.301,-0.2696217275048386
1966-09-30,infl,4.9,-1.326289134505406
1966-09-30,unemp,3.8,-0.3418868373846861
1966-12-31,realgdp,3884.52,-1.2433698729790503
1966-12-31,infl,0.61,1.702099519777598
1966-12-31,unemp,3.7,-1.2501312398020703
1967-03-31,realgdp,3918.74,0.2104866702600748
1967-03-31,infl,2.42,0.0798372744933565
1967-03-31,unemp,3.8,-0.156228017046797
1967-06-30,realgdp,3919.556,0.7019691798583588
1967-06-30,infl,3.61,-1.0241840969860896
1967-06-30,unemp,3.8,-1.9586613407303168
1967-09-30,realgdp,3950.826,-0.7524172615808616
1967-09-30,infl,3.58,-1.3795731753132472
1967-09-30,unemp,3.8,-1.0536835120430388
1967-12-31,realgdp,3980.97,0.0194476821134181
1967-12-31,infl,4.72,0.6210235820645398
1967-12-31,unemp,3.9,1.5120651551316762
1968-03-31,realgdp,4063.013,-0.6852632617861852
1968-03-31,infl,3.5,0.8318913522281859
1968-03-31,unemp,3.7,1.1630032526499527
1968-06-30,realgdp,4131.998,1.5097535436565717
1968-06-30,infl,5.77,0.2254135593983172
1968-06-30,unemp,3.5,0.2671899545354689
1968-09-30,realgdp,4160.267,-0.6883839258751691
1968-09-30,infl,4.56,-2.0920732806388607
1968-09-30,unemp,3.5,0.0674481729636216
1968-12-31,realgdp,4178.293,-1.3463630686867325
1968-12-31,infl,4.51,-0.4827806176616258
1968-12-31,unemp,3.4,0.1904025647386461
1969-03-31,realgdp,4244.1,0.3066005590202313
1969-03-31,infl,6.67,0.8562672577448279
1969-03-31,unemp,3.4,-0.2150411001336243
1969-06-30,realgdp,4256.46,-0.8588276172538074
1969-06-30,infl,5.47,1.6128446089573754
1969-06-30,unemp,3.4,0.699125760157152
1969-09-30,realgdp,4283.378,-1.3363051787209497
1969-09-30,infl,5.4,-0.1061930294005269
1969-09-30,unemp,3.6,0.2016134213047839
1969-12-31,realgdp,4263.261,-0.6349826139159398
1969-12-31,infl,6.38,0.6118757570330664
1969-12-31,unemp,3.6,-0.1808915821359377
1970-03-31,realgdp,4256.573,-0.1814745049891009
1970-03-31,infl,6.28,-0.3893222767122133
1970-03-31,unemp,4.2,-0.7294955256761637
1970-06-30,realgdp,4264.289000000001,-0.7910624570022936
1970-06-30,infl,4.13,-1.1308858379423388
1970-06-30,unemp,4.8,-0.1399380084817633
1970-09-30,realgdp,4302.259,0.7642038741858636
1970-09-30,infl,5.11,-0.0067552654902665
1970-09-30,unemp,5.2,0.1443994875221194
1970-12-31,realgdp,4256.637,-1.30686513995397
1970-12-31,infl,5.04,-0.1178062019886374
1970-12-31,unemp,5.8,1.4564127026490332
1971-03-31,realgdp,4374.016,1.0387574472056795
1971-03-31,infl,2.0,0.0577235741501482
1971-03-31,unemp,5.9,0.7157016813296572
1971-06-30,realgdp,4398.829000000001,0.8760029118609458
1971-06-30,infl,4.96,-0.0097702593536636
1971-06-30,unemp,5.9,-0.2986806666127028
1971-09-30,realgdp,4433.943,-0.2012176544152304
1971-09-30,infl,2.94,0.1691850701478869
1971-09-30,unemp,6.0,-0.9113835895794252
1971-12-31,realgdp,4446.264,-0.0982097755025031
1971-12-31,infl,2.92,0.1186770714765378
1971-12-31,unemp,6.0,0.2257600602000264
1972-03-31,realgdp,4525.769,1.079611957992218
1972-03-31,infl,2.9,0.4881846727048879
1972-03-31,unemp,5.8,0.4683884764945961
1972-06-30,realgdp,4633.101,-0.3766853545462034
1972-06-30,infl,2.88,1.53554288804614
1972-06-30,unemp,5.7,0.2863193307618464
1972-09-30,realgdp,4677.503,0.6306621846089808
1972-09-30,infl,3.81,-0.0287551582157998
1972-09-30,unemp,5.6,-0.2309188750872673
1972-12-31,realgdp,4754.545999999999,2.222137749366672
1972-12-31,infl,4.71,-0.5066096548368294
1972-12-31,unemp,5.3,0.7382369932739763
1973-03-31,realgdp,4876.166,0.1516138050394125
1973-03-31,infl,9.26,0.5879105050578066
1973-03-31,unemp,5.0,-0.3297302297652159
1973-06-30,realgdp,4932.571,1.035174625055242
1973-06-30,infl,4.55,0.0528624845618806
1973-06-30,unemp,4.9,0.6988013695953853
1973-09-30,realgdp,4906.252,0.7409657181597302
1973-09-30,infl,12.47,0.6573893461623288
1973-09-30,unemp,4.8,-1.1884955393337568
1973-12-31,realgdp,4953.05,-0.0603064690613944
1973-12-31,infl,10.39,2.0588278320628968
1973-12-31,unemp,4.8,-0.3310757416021057
1974-03-31,realgdp,4909.617,0.2994366970878673
1974-03-31,infl,10.96,0.0752450605410755
1974-03-31,unemp,5.1,0.6930753592028482
1974-06-30,realgdp,4922.188,-0.2619768815854445
1974-06-30,infl,9.86,-0.3668286868006567
1974-06-30,unemp,5.2,0.5825886196406689
1974-09-30,realgdp,4873.52,-0.1268062010555336
1974-09-30,infl,13.56,0.8835482928012223
1974-09-30,unemp,5.6,0.3086117193442677
1974-12-31,realgdp,4854.34,1.1096934121296622
1974-12-31,infl,10.07,-0.932368088081217
1974-12-31,unemp,6.6,-0.0940649942141383
1975-03-31,realgdp,4795.295,0.8018232113949443
1975-03-31,infl,5.32,-1.575015504535897
1975-03-31,unemp,8.2,0.9024878691545803
1975-06-30,realgdp,4831.942,0.8340536918631442
1975-06-30,infl,7.48,-0.7951833390521239
1975-06-30,unemp,8.9,0.3323044433455581
1975-09-30,realgdp,4913.328,0.8529430848644842
1975-09-30,infl,6.61,-1.4038975286829485
1975-09-30,unemp,8.5,-0.1465208230819586
1975-12-31,realgdp,4977.511,1.5160093832639665
1975-12-31,infl,6.5,-1.511773879064762
1975-12-31,unemp,8.3,-1.498599283907702
1976-03-31,realgdp,5090.663,-0.2011446740093714
1976-03-31,infl,2.14,-1.206696470536729
1976-03-31,unemp,7.7,-0.1240652644053458
1976-06-30,realgdp,5128.947,0.2924689838960085
1976-06-30,infl,6.37,-0.4843842574355739
1976-06-30,unemp,7.6,-2.070433092016331
1976-09-30,realgdp,5154.072,-0.6997559747043836
1976-09-30,infl,6.27,-1.004644587821485
1976-09-30,unemp,7.7,1.7373653316681326
1976-12-31,realgdp,5191.499,0.2704617616763442
1976-12-31,infl,5.49,-0.5171264098291797
1976-12-31,unemp,7.8,-0.2026158103915566
1977-03-31,realgdp,5251.762,0.0825255830041932
1977-03-31,infl,8.76,0.7866128489171983
1977-03-31,unemp,7.5,-0.3454561182920391
1977-06-30,realgdp,5356.130999999999,-0.4196360791938377
1977-06-30,infl,5.3,1.0583545646048018
1977-06-30,unemp,7.1,0.5169909538360528
1977-09-30,realgdp,5451.920999999999,-0.2784144697997929
1977-09-30,infl,5.23,0.0935105894323374
1977-09-30,unemp,6.9,0.7643715784199899
1977-12-31,realgdp,5450.793000000001,0.8646973825809859
1977-12-31,infl,7.08,0.7798531343525328
1977-12-31,unemp,6.6,0.0223801851754062
1978-03-31,realgdp,5469.405,0.4212062375449137
1978-03-31,infl,7.58,-1.0154975488404596
1978-03-31,unemp,6.3,0.049321477311296
1978-06-30,realgdp,5684.569,-0.4368423459324894
1978-06-30,infl,9.89,-0.5516275036191627
1978-06-30,unemp,6.0,1.017403353762529
1978-09-30,realgdp,5740.3,-0.0754775179137043
1978-09-30,infl,9.65,0.4866969856242561
1978-09-30,unemp,6.0,0.2850212709664721
1978-12-31,realgdp,5816.222,0.2998541301844391
1978-12-31,infl,8.26,0.3671878105420559
1978-12-31,unemp,5.9,-0.3053276114163508
1979-03-31,realgdp,5825.9490000000005,0.3410294821007178
1979-03-31,infl,12.08,-1.0685600784574716
1979-03-31,unemp,5.9,-1.5742831786605889
1979-06-30,realgdp,5831.418000000001,-0.999314902118992
1979-06-30,infl,13.37,0.0274525117909119
1979-06-30,unemp,5.7,-0.0671308826618189
1979-09-30,realgdp,5873.335,-0.4401594898925293
1979-09-30,infl,11.88,-1.782763835091096
1979-09-30,unemp,5.9,-0.5208110024080678
1979-12-31,realgdp,5889.495,0.8713154882462657
1979-12-31,infl,14.62,-1.173066068467663
1979-12-31,unemp,5.9,-0.4109096051774396
1980-03-31,realgdp,5908.467,-0.1385588089654513
1980-03-31,infl,14.6,-1.1015018468377555
1980-03-31,unemp,6.3,0.9350228265792432
1980-06-30,realgdp,5787.3730000000005,0.1681553077712879
1980-06-30,infl,8.32,-0.8347993777895827
1980-06-30,unemp,7.3,-0.3273179920013723
1980-09-30,realgdp,5776.616999999999,0.8775606628002273
1980-09-30,infl,10.04,-0.537196793001126
1980-09-30,unemp,7.7,0.5335793667095428
1980-12-31,realgdp,5883.46,1.5114732705873328
1980-12-31,infl,11.64,0.4400091926422997
1980-12-31,unemp,7.4,0.6996047995583157
1981-03-31,realgdp,6005.717,-2.0462105665120656
1981-03-31,infl,8.62,-0.1534862170078043
1981-03-31,unemp,7.4,-0.4711750929911623
1981-06-30,realgdp,5957.795,0.5150412430014034
1981-06-30,infl,10.63,0.2206114375926809
1981-06-30,unemp,7.4,0.6612027670245153
1981-09-30,realgdp,6030.184,1.081780868649736
1981-09-30,infl,8.22,-0.6611316871934649
1981-09-30,unemp,7.4,0.331921118514437
1981-12-31,realgdp,5955.062,-1.5037712824825544
1981-12-31,infl,4.26,-1.343805595571712
1981-12-31,unemp,8.2,-0.1538460190967354
1982-03-31,realgdp,5857.3330000000005,0.0678553615322417
1982-03-31,infl,2.53,0.8418479428759695
1982-03-31,unemp,8.8,-0.2421516391301423
1982-06-30,realgdp,5889.0740000000005,-1.2175209793740451
1982-06-30,infl,10.39,-0.135588137644002
1982-06-30,unemp,9.4,0.7650213388008646
1982-09-30,realgdp,5866.37,3.00259086369985
1982-09-30,infl,2.45,1.3786757234455984
1982-09-30,unemp,9.9,1.678940055115715
1982-12-31,realgdp,5871.001,0.6807481463085109
1982-12-31,infl,-0.82,0.3481438292376139
1982-12-31,unemp,10.7,1.453377936729458
1983-03-31,realgdp,5944.02,-0.7644496268357139
1983-03-31,infl,3.66,-0.0847271831319287
1983-03-31,unemp,10.4,-1.0271389655890393
1983-06-30,realgdp,6077.619000000001,-1.2390389779404496
1983-06-30,infl,4.03,-1.113615557009907
1983-06-30,unemp,10.1,0.0409491024999389
1983-09-30,realgdp,6197.468000000001,-0.6036520590153667
1983-09-30,infl,3.99,0.0852329014859682
1983-09-30,unemp,9.4,-0.0967263665961375
1983-12-31,realgdp,6325.5740000000005,0.4102531341082928
1983-12-31,infl,5.13,0.1124134131053389
1983-12-31,unemp,8.5,-1.59082985094908
1984-03-31,realgdp,6448.264,0.4040005208220972
1984-03-31,infl,4.67,0.951592196466034
1984-03-31,unemp,7.9,1.5182953408699544
1984-06-30,realgdp,6559.594,-1.3845779161602156
1984-06-30,infl,3.09,-0.6864080958953628
1984-06-30,unemp,7.5,0.2739800531471063
1984-09-30,realgdp,6623.343000000001,1.1378123505872504
1984-09-30,infl,3.82,0.015949830691238
1984-09-30,unemp,7.4,0.7964197112854233
1984-12-31,realgdp,6677.264,-1.2463667359326878
1984-12-31,infl,2.28,-0.3740088094245787
1984-12-31,unemp,7.3,-0.743697253907241
1985-03-31,realgdp,6740.275,-0.3681046928304846
1985-03-31,infl,4.89,1.1622476856819453
1985-03-31,unemp,7.3,-0.239405080567044
1985-06-30,realgdp,6797.344,0.1611890099486354
1985-06-30,infl,2.61,0.7560147919175185
1985-06-30,unemp,7.3,0.771229993491501
1985-09-30,realgdp,6903.523,0.980025611721425
1985-09-30,infl,2.96,-0.1696662509436248
1985-09-30,unemp,7.2,-0.9198563537366528
1985-12-31,realgdp,6955.918000000001,-0.7573988143551815
1985-12-31,infl,5.13,0.4901554854142332
1985-12-31,unemp,7.0,0.8890473833916966
1986-03-31,realgdp,7022.757,0.675418645501835
1986-03-31,infl,-4.39,-1.1585254593233925
1986-03-31,unemp,7.0,0.1567574597413018
1986-06-30,realgdp,7050.969,-1.6072198294474318
1986-06-30,infl,2.93,-1.2643801815572426
1986-06-30,unemp,7.2,2.0791635512707933
1986-09-30,realgdp,7118.95,-0.4824801736587573
1986-09-30,infl,2.55,1.3598952388857763
1986-09-30,unemp,7.0,-0.8267005603877547
1986-12-31,realgdp,7153.359,0.3488419262048858
1986-12-31,infl,4.33,-0.109565327841347
1986-12-31,unemp,6.8,0.2399360785611951
1987-03-31,realgdp,7193.019,-0.4454772696957512
1987-03-31,infl,4.64,0.4382037746734024
1987-03-31,unemp,6.6,0.2327133784218532
1987-06-30,realgdp,7269.51,-0.0474208130968159
1987-06-30,infl,3.89,0.5900412311057388
1987-06-30,unemp,6.3,1.0632780961173496
1987-09-30,realgdp,7332.558000000001,1.2198431287123677
1987-09-30,infl,4.2,-0.8380731134498747
1987-09-30,unemp,6.0,0.2078464045206333
1987-12-31,realgdp,7458.022,-1.5888653845684606
1987-12-31,infl,3.46,-1.1485194868492792
1987-12-31,unemp,5.9,-0.3837913342120381
1988-03-31,realgdp,7496.6,0.5760587624299505
1988-03-31,infl,4.12,1.0498808339273145
1988-03-31,unemp,5.7,1.9122319628203133
1988-06-30,realgdp,7592.880999999999,-0.9288802436822832
1988-06-30,infl,4.41,0.8617620462725235
1988-06-30,unemp,5.5,0.552936108554955
1988-09-30,realgdp,7632.081999999999,-0.871337163552745
1988-09-30,infl,4.7,1.1902500534028175
1988-09-30,unemp,5.5,0.1193985602024312
1988-12-31,realgdp,7733.991,-0.3613295217249724
1988-12-31,infl,4.31,1.492518176263984
1988-12-31,unemp,5.3,-0.5006091737981156
1989-03-31,realgdp,7806.603,-0.3411516576318342
1989-03-31,infl,6.22,-1.9072372380926337
1989-03-31,unemp,5.2,0.6138508079477445
1989-06-30,realgdp,7865.016,0.4254240676036819
1989-06-30,infl,4.52,0.1944036231127922
1989-06-30,unemp,5.2,1.011251068301112
1989-09-30,realgdp,7927.393,-0.1010699237291641
1989-09-30,infl,2.88,2.5210328479148663
1989-09-30,unemp,5.3,-2.0347830492597203
1989-12-31,realgdp,7944.696999999999,-0.6529004410554009
1989-12-31,infl,6.64,-1.0665414771937898
1989-12-31,unemp,5.4,-1.630805063095312
1990-03-31,realgdp,8027.693,0.6974015093783449
1990-03-31,infl,4.37,0.380921219842821
1990-03-31,unemp,5.3,0.3723358527407391
1990-06-30,realgdp,8059.598000000001,-0.5358256870897109
1990-06-30,infl,4.93,0.0454556476075315
1990-06-30,unemp,5.3,-0.1697630531582153
1990-09-30,realgdp,8059.476,-0.5019105515853607
1990-09-30,infl,8.79,-0.2953077870832234
1990-09-30,unemp,5.7,-0.39643083955026
1990-12-31,realgdp,7988.864,-1.0598145042632765
1990-12-31,infl,3.88,-0.3746235965111877
1990-12-31,unemp,6.1,-1.4979462316219394
1991-03-31,realgdp,7950.164000000001,-0.7738244187011749
1991-03-31,infl,1.19,1.0826625158036407
1991-03-31,unemp,6.6,-0.1016824292254714
1991-06-30,realgdp,8003.821999999999,0.4272705807134954
1991-06-30,infl,3.24,-2.634342087692536
1991-06-30,unemp,6.8,-0.2959716576520521
1991-09-30,realgdp,8037.538,0.9150730273366976
1991-09-30,infl,2.93,1.1083185217124314
1991-09-30,unemp,6.9,-0.5982229038221001
1991-12-31,realgdp,8069.045999999999,-0.0277303248817277
1991-12-31,infl,3.19,1.8599583080415687
1991-12-31,unemp,7.1,-1.0145714414421685
1992-03-31,realgdp,8157.616,1.3689138003019323
1992-03-31,infl,3.17,-0.7544705281312846
1992-03-31,unemp,7.4,-3.010130883778502
1992-06-30,realgdp,8244.294,-0.8599827018703934
1992-06-30,infl,3.14,-1.081552888938459
1992-06-30,unemp,7.6,-0.1076578798618404
1992-09-30,realgdp,8329.360999999999,0.5148729324111173
1992-09-30,infl,3.4,-0.4013959179005079
1992-09-30,unemp,7.6,0.0312357909614617
1992-12-31,realgdp,8417.016,-1.5087025398625504
1992-12-31,infl,3.09,0.1746466793063483
1992-12-31,unemp,7.4,-0.0234656514065137
1993-03-31,realgdp,8432.485,0.4707360303072897
1993-03-31,infl,2.79,-0.8053333096434494
1993-03-31,unemp,7.2,-0.6313291825204507
1993-06-30,realgdp,8486.435,0.8896250288059957
1993-06-30,infl,1.94,-1.3395253561456213
1993-06-30,unemp,7.1,-2.2509355848196395
1993-09-30,realgdp,8531.108,-0.9927017683629622
1993-09-30,infl,3.03,-0.0026659931391632
1993-09-30,unemp,6.8,2.148672672006676
1993-12-31,realgdp,8643.769,2.4233727764762243
1993-12-31,infl,1.92,0.1076605103743258
1993-12-31,unemp,6.6,0.3408551964027892
1994-03-31,realgdp,8727.919,-0.6271656415904744
1994-03-31,infl,2.45,0.1310086205606053
1994-03-31,unemp,6.6,1.1278852037895053
1994-06-30,realgdp,8847.303,-0.4910285202223754
1994-06-30,infl,3.25,-0.14339769587949
1994-06-30,unemp,6.2,-0.5374810483409351
1994-09-30,realgdp,8904.289,0.3700162155769816
1994-09-30,infl,2.69,-1.0110496869064258
1994-09-30,unemp,6.0,0.2180485463739563
1994-12-31,realgdp,9003.18,0.3027222464771644
1994-12-31,infl,2.93,-0.0303246244309902
1994-12-31,unemp,5.6,0.1274494905131308
1995-03-31,realgdp,9025.267,-0.5183891701763603
1995-03-31,infl,3.44,-0.5139498447521581
1995-03-31,unemp,5.5,-0.3497605488022286
1995-06-30,realgdp,9044.668,-2.126972576113919
1995-06-30,infl,2.1,-1.8917258850429903
1995-06-30,unemp,5.7,0.5412065739371252
1995-09-30,realgdp,9120.684,-0.6071003566290029
1995-09-30,infl,2.35,0.7052402215639505
1995-09-30,unemp,5.7,-1.3331730699451871
1995-12-31,realgdp,9184.275,-0.8157423106100871
1995-12-31,infl,3.11,-1.8640279578351304
1995-12-31,unemp,5.6,-0.1252572372371717
1996-03-31,realgdp,9247.188,1.7134890954197604
1996-03-31,infl,3.6,1.6740910541429634
1996-03-31,unemp,5.5,0.2111970950892956
1996-06-30,realgdp,9407.052,-1.5871247241414446
1996-06-30,infl,2.3,1.285515929055534
1996-06-30,unemp,5.5,-0.3870741253557776
1996-09-30,realgdp,9488.879,0.711590259042123
1996-09-30,infl,3.05,-1.9294859337719243
1996-09-30,unemp,5.3,-0.2958247459826706
1996-12-31,realgdp,9592.458,0.6592457103782177
1996-12-31,infl,3.02,-0.5503180420943606
1996-12-31,unemp,5.3,1.0299647209854874
1997-03-31,realgdp,9666.235,0.5373491449239048
1997-03-31,infl,1.25,1.4909557746517663
1997-03-31,unemp,5.2,-0.5634562494514324
1997-06-30,realgdp,9809.551,2.117532552449335
1997-06-30,infl,1.25,0.2547593212029422
1997-06-30,unemp,5.0,1.450865688341228
1997-09-30,realgdp,9932.672,0.6948852623160693
1997-09-30,infl,2.73,-0.118363267165537
1997-09-30,unemp,4.9,-0.0935529729790974
1997-12-31,realgdp,10008.874,-0.0536213378286792
1997-12-31,infl,1.24,1.1461501551007538
1997-12-31,unemp,4.7,-0.4731414112297543
1998-03-31,realgdp,10103.425,1.8244329708494764
1998-03-31,infl,0.49,1.119097112694746
1998-03-31,unemp,4.6,0.372843666349851
1998-06-30,realgdp,10194.277,-0.5642660385829237
1998-06-30,infl,2.46,-2.153120093374088
1998-06-30,unemp,4.4,-0.2341706713839078
1998-09-30,realgdp,10328.787,1.7855869779176636
1998-09-30,infl,1.71,-0.882383728989154
1998-09-30,unemp,4.5,2.0244495882490723
1998-12-31,realgdp,10507.575,-0.3330068703006863
1998-12-31,infl,1.95,1.19093094996243
1998-12-31,unemp,4.4,-1.21301083357967
1999-03-31,realgdp,10601.178999999998,-2.24207446446887
1999-03-31,infl,2.9,-0.4839816397304997
1999-03-31,unemp,4.3,0.8855230280313029
1999-06-30,realgdp,10684.049,-0.2302867143827644
1999-06-30,infl,1.92,-0.0598230255484761
1999-06-30,unemp,4.3,0.1063319531312358
1999-09-30,realgdp,10819.914,0.9121312715883854
1999-09-30,infl,3.35,-1.268030947292471
1999-09-30,unemp,4.2,0.054031538988388
1999-12-31,realgdp,11014.254,-0.6971402699470096
1999-12-31,infl,2.85,0.3823402092564217
1999-12-31,unemp,4.1,0.1044056600971557
2000-03-31,realgdp,11043.044,0.0897965127104524
2000-03-31,infl,3.76,0.12734769686182
2000-03-31,unemp,4.0,-0.8846847549875351
2000-06-30,realgdp,11258.454,0.8894011731411884
2000-06-30,infl,4.19,-0.2902690217599269
2000-06-30,unemp,3.9,-0.6192003858161558
2000-09-30,realgdp,11267.867,-0.3037949946842862
2000-09-30,infl,2.77,1.0444940654756212
2000-09-30,unemp,4.0,0.9475774458463896
2000-12-31,realgdp,11334.544,1.9538013690802056
2000-12-31,infl,3.89,1.7261217021198108
2000-12-31,unemp,3.9,0.6515327934387469
2001-03-31,realgdp,11297.171,0.5475165207364051
2001-03-31,infl,1.82,-1.0610360771764946
2001-03-31,unemp,4.2,-1.4940663483760124
2001-06-30,realgdp,11371.251,-1.332703591051456
2001-06-30,infl,2.26,0.2861167728198805
2001-06-30,unemp,4.4,0.367601144666728
2001-09-30,realgdp,11340.075,-0.986497382179976
2001-09-30,infl,0.45,-0.6967290147956166
2001-09-30,unemp,4.8,0.6406176233313411
2001-12-31,realgdp,11380.128,0.3582428185938311
2001-12-31,infl,0.23,0.6581278785482698
2001-12-31,unemp,5.5,-0.0920307043659144
2002-03-31,realgdp,11477.868,-1.2651227450995
2002-03-31,infl,3.59,-2.8350866749421035
2002-03-31,unemp,5.7,0.3466775462119748
2002-06-30,realgdp,11538.77,-2.7795964069985657
2002-06-30,infl,1.56,-0.3788054373409519
2002-06-30,unemp,5.8,-1.9671315147299864
2002-09-30,realgdp,11596.43,-1.0323823772842724
2002-09-30,infl,2.66,1.3882592524296236
2002-09-30,unemp,5.7,-0.6580417987469802
2002-12-31,realgdp,11598.824,-0.4298155826602842
2002-12-31,infl,3.08,-1.7248299248779573
2002-12-31,unemp,5.8,-0.8418940290531883
2003-03-31,realgdp,11645.819,-1.0560819199947324
2003-03-31,infl,1.31,1.5816723823269054
2003-03-31,unemp,5.9,0.4806524667854321
2003-06-30,realgdp,11738.706,-0.3599792328198937
2003-06-30,infl,1.09,1.793852015272994
2003-06-30,unemp,6.2,-0.8709747721230631
2003-09-30,realgdp,11935.461,1.6059854195866352
2003-09-30,infl,2.6,-0.1302093610267929
2003-09-30,unemp,6.1,-1.680682438285414
2003-12-31,realgdp,12042.817,0.019566093424742
2003-12-31,infl,3.02,0.465455668498607
2003-12-31,unemp,5.8,-0.0584449883714483
2004-03-31,realgdp,12127.623,-0.0070687536965837
2004-03-31,infl,2.35,0.4901045448402715
2004-03-31,unemp,5.7,1.468116775034776
2004-06-30,realgdp,12213.818,0.1208226761677645
2004-06-30,infl,3.61,1.102028773482184
2004-06-30,unemp,5.6,-1.62707029370333
2004-09-30,realgdp,12303.533,-0.0292100098912206
2004-09-30,infl,3.58,-1.8051598215577849
2004-09-30,unemp,5.4,-0.5948660164493911
2004-12-31,realgdp,12410.282,0.5973226075190803
2004-12-31,infl,2.09,-1.2049526679186415
2004-12-31,unemp,5.4,2.4233813778621203
2005-03-31,realgdp,12534.113,0.0241394825341821
2005-03-31,infl,4.15,-0.3839636255368182
2005-03-31,unemp,5.3,-0.2104470228081022
2005-06-30,realgdp,12587.535,-1.4030564987207848
2005-06-30,infl,1.85,-0.6306528591401122
2005-06-30,unemp,5.1,-0.6729456417413854
2005-09-30,realgdp,12683.153,0.1314778947977304
2005-09-30,infl,9.14,-0.6547952442753181
2005-09-30,unemp,5.0,0.6418219505665321
2005-12-31,realgdp,12748.699,-0.7603816723590324
